,,,,,,,,,,Fitness,Fitness,Fitness,Predicted,Predicted,Predicted,,,,,,,,,,,,,,,,
Day,Date,DoW,Dist,Time,Pace,Speed,HR,Elevation gain,Avg gradient,Indoor,Outdoor,Corrected,Hastings,Oslo,Holmestrand,Route,Notes,Actual km,Month,Week time,Actual pace,Plan time,Plan pace,Plan distance,Plan km,Pmth,Index,TimeWk,plan pace,RHR,Max km
,28-Oct-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.220,,,,
,29-Oct-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.220,,,,
,30-Oct-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.221,,,,
,31-Oct-2014,Friday,,,,,,,,,,,,,,,,,0,,,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,1.221,,,,
,1-Nov-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.222,,,,
,2-Nov-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.223,#VALUE!,#VALUE!,,0
,3-Nov-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.223,,,,
,4-Nov-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.224,,,,
,5-Nov-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.224,,,,
,6-Nov-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.225,,,,
,7-Nov-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.226,,,,
,8-Nov-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.226,,,,
,9-Nov-2014,Sunday,,,,,,,,,,,,,,,,0,,0,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.227,#VALUE!,#VALUE!,,0
,10-Nov-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.227,,,,
,11-Nov-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.228,,,,
,12-Nov-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.229,,,,
,13-Nov-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.229,,,,
,14-Nov-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.230,,,,
,15-Nov-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.231,,,,
,16-Nov-2014,Sunday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.231,#VALUE!,#VALUE!,,0
,17-Nov-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.232,,,,
,18-Nov-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.232,,,,
,19-Nov-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.233,,,,
,20-Nov-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.234,,,,
,21-Nov-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.234,,,,
,22-Nov-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.235,,,,
,23-Nov-2014,Sunday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.235,#VALUE!,#VALUE!,,0
,24-Nov-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.236,,,,
,25-Nov-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.237,,,,
,26-Nov-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.237,,,,
,27-Nov-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.238,,,,
,28-Nov-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.239,,,,
,29-Nov-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.239,,,,
,30-Nov-2014,Sunday,,,,,,,,,,,,,,,,,0,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.240,#VALUE!,#VALUE!,,0
,1-Dec-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.240,,,,
,2-Dec-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.241,,,,
,3-Dec-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.242,,,,
,4-Dec-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.242,,,,
,5-Dec-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.243,,,,
,6-Dec-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.244,,,,
,7-Dec-2014,Sunday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.244,#VALUE!,#VALUE!,,0
,8-Dec-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.245,,,,
,9-Dec-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.245,,,,
,10-Dec-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.246,,,,
,11-Dec-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.247,,,,
,12-Dec-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.247,,,,
,13-Dec-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.248,,,,
,14-Dec-2014,Sunday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.249,#VALUE!,#VALUE!,,0
,15-Dec-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.249,,,,
,16-Dec-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.250,,,,
,17-Dec-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.250,,,,
,18-Dec-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.251,,,,
,19-Dec-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.252,,,,
,20-Dec-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.252,,,,
,21-Dec-2014,Sunday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,1.253,#VALUE!,#VALUE!,,0
,22-Dec-2014,Monday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.254,,,,
,23-Dec-2014,Tuesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.254,,,,
,24-Dec-2014,Wednesday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.255,,,,
,25-Dec-2014,Thursday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.255,,,,
,26-Dec-2014,Friday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.256,,,,
,27-Dec-2014,Saturday,,,,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,#VALUE!,,,1.257,,,,
,28-Dec-2014,Sunday,,,,,,,,,,,,,,,,,#NUM!,,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#NUM!,1.257,#VALUE!,#VALUE!,,0
